"Name","Pokedex Number","Type1","Type2","Classification","Height (m)","Weight (kg)","Abilities","Generation","Legendary Status","Ecology"
"Gastly","92","Ghost","Poison","Gas Pokémon","1.3","0.1","Levitate","1","No","Gastly lives in caves, graveyards, and other dark, damp places. It is a nocturnal Pokémon and feeds on the life force of other creatures, sometimes causing them to faint. Gastly often floats aimlessly, using its gaseous body to drift through narrow spaces. It is often found in groups, creating eerie and unsettling environments."
"Haunter","93","Ghost","Poison","Gas Pokémon","1.6","0.1","Levitate","1","No","Haunter prefers dark, abandoned buildings and forests where it can easily hide and surprise its prey. It is a nocturnal hunter and feeds on the life force of other creatures, using its gaseous hands to pass through walls. Haunter often travels in small groups, playing pranks and causing mischief. Its common personality traits include being mischievous and cunning."
"Gengar","94","Ghost","Poison","Shadow Pokémon","1.5","40.5","Cursed-body","1","No","Gengar tends to inhabit shadows and dark places in urban environments, such as abandoned buildings and alleys. It enjoys playing pranks and causing mischief, often lurking in shadows to surprise unsuspecting individuals. Gengar is a solitary creature but may sometimes form small groups. It is known for its mischievous and sometimes malevolent personality traits."
"Onix","95","Rock","Ground","Rock Snake Pokémon","8.8","210","Rock-head, Sturdy, Weak-armor","1","No","Onix dwells in caves and rocky terrain, where it tunnels through the earth and feeds on minerals and underground springs. Onix is a solitary creature, preferring to live alone in its tunnels. Common personality traits include being stubborn and territorial."
"Drowzee","96","Psychic","","Hypnosis Pokémon","1","32.4","Insomnia, Forewarn, Inner-focus","1","No","Drowzee inhabits grassy plains, woodlands, and urban areas, often venturing near human settlements. It consumes dreams for sustenance, using its long nose to locate sleeping individuals. Drowzee is a solitary Pokémon and has a calm and relaxed demeanor."
"Hypno","97","Psychic","","Hypnosis Pokémon","1.6","75.6","Insomnia, Forewarn, Inner-focus","1","No","Hypno frequents grasslands, forests, and urban environments, often wandering near populated areas in search of prey. It uses its pendulum to induce sleep in its victims and then consumes their dreams. Hypno is generally a solitary creature but may sometimes form small groups. Common personality traits include being calm and manipulative."
"Krabby","98","Water","","River Crab Pokémon","0.4","6.5","Hyper-cutter, Shell-armor, Sheer-force","1","No","Krabby is commonly found near beaches and riverbanks. It feeds on algae and organic waste that it scavenges from the seafloor. Krabby is generally solitary but may congregate during mating season. Its common personality traits include being territorial."
"Kingler","99","Water","","Pincer Pokémon","1.3","60","Hyper-cutter, Shell-armor, Sheer-force","1","No","Kingler dwells in coastal areas, including beaches and tidal pools. It consumes shellfish and other crustaceans that it crushes with its powerful pincer. Kingler is a solitary Pokémon, fiercely guarding its territory. Its common personality traits include being territorial and aggressive."
"Voltorb","100","Electric","","Ball Pokémon","0.5","10.4","Soundproof, Static, Aftermath","1","No","Voltorb inhabits power plants and other industrial facilities, where it absorbs electrical energy. It is solitary and known to explode if agitated. The common personality traits are erratic and volatile."
"Electrode","101","Electric","","Ball Pokémon","1.2","66.6","Soundproof, Static, Aftermath","1","No","Electrode dwells in power plants and other industrial facilities, where it absorbs electrical energy. It lives alone and is prone to exploding. The common personality traits are reckless and energetic."
"Exeggcute","102","Grass","Psychic","Egg Pokémon","0.4","2.5","Chlorophyll, Harvest","1","No","Exeggcute live in tropical forests and jungles. They eat the nutrients from the soil. They travel in groups of six."
"Exeggutor","103","Grass","Psychic","Coconut Pokémon","2","120","Chlorophyll, Harvest","1","No","Exeggutor prefer tropical and subtropical climates, thriving in dense forests and grassy plains. It absorbs sunlight for energy. It is solitary but is seen with groups of Exeggcute sometimes. The personality is usually gentle and protective."
"Cubone","104","Ground","","Lonely Pokémon","0.4","6.5","Rock-head, Lightning-rod, Battle-armor","1","No","Cubone commonly dwells in rocky terrains, desolate landscapes, and remote mountainous regions. It sustains itself on roots, berries, and occasionally small insects. Cubone typically leads a solitary existence, wandering aimlessly in search of its lost mother. Its behavior tends to be lonesome and timid."
"Marowak","105","Ground","","Bone Keeper Pokémon","1","45","Rock-head, Lightning-rod, Battle-armor","1","No","Marowak lives in rocky terrain and cave systems. It feeds on roots, berries, and insects, using its bone club to unearth food. It tends to live solitary but sometimes joins a small group with other Marowak. Its personality is defensive and caring."
"Hitmonlee","106","Fighting","","Kicking Pokémon","1.5","49.8","Limber, Reckless, Unburden","1","No","Hitmonlee are commonly found in mountainous regions and rocky terrains. They are solitary creatures, preferring to train alone and hone their kicking skills. Their diet consists mainly of berries and other plant-based foods, although they occasionally supplement their diet with insects. Hitmonlee are known for their relentless determination and disciplined training regimen."
"Hitmonchan","107","Fighting","","Punching Pokémon","1.4","50.2","Keen-eye, Iron-fist, Inner-focus","1","No","Hitmonchan are often found in urban areas and training dojos, where they hone their punching skills. They tend to live in small groups with other Hitmonchan. Their diet mainly consists of protein-rich foods to fuel their training, often including meat and nuts. Hitmonchan are known for their discipline and strategic approach to battles."
"Lickitung","108","Normal","","Licking Pokémon","1.2","65.5","Own-tempo, Oblivious, Cloud-nine","1","No","Lickitung primarily inhabit grasslands, forests, and caves where they can find plenty of insects, their main food source, to lick up with their long tongues. They are solitary Pokemon. They use their long tongue for practically everything: capturing food, grooming, and exploration of the surrounding environment. Lickitung are known for being playful."
"Koffing","109","Poison","","Poison Gas Pokémon","0.6","1","Levitate, Neutralizing-gas, Stench","1","No","Koffing is commonly found in industrial areas and polluted environments where they feed on various chemical compounds and waste products. They often float around in groups. These Pokemon have a propensity for mischief."
"Weezing","110","Poison","","Poison Gas Pokémon","1.2","9.5","Levitate, Neutralizing-gas, Stench","1","No","Weezing inhabits areas with heavy pollution, such as factories and industrial zones. They live in pairs, with the two Koffing-like components of their body working in symbiosis. Weezing absorb and metabolize various toxic gases and chemicals from the environment, releasing them in a less harmful form. Known to be mischievous Pokemon."
"Rhyhorn","111","Ground","Rock","Spikes Pokémon","1","115","Lightning-rod, Rock-head, Reckless","1","No","Rhyhorn inhabits rocky terrain and open plains where it forages for plants and minerals. They are solitary Pokemon, known for charging at anything. Their diet includes tough vegetation, rocks, and mineral-rich soil.  Their skin is incredibly tough, allowing them to withstand impacts."
"Rhydon","112","Ground","Rock","Drill Pokémon","1.9","120","Lightning-rod, Rock-head, Reckless","1","No","Rhydon are found in rough terrain like rocky plains and mountains. They are typically solitary creatures. Rhydon consume rocks and minerals to maintain the hardness of their armor, grinding them with their powerful jaws. Rhydon are known to be protective of their territory and aggressive towards intruders."
